iter	Logloss
183	0.5909533735
184	0.5908873023
185	0.5908322025
186	0.5907632439
187	0.5907075433
188	0.5906464222
189	0.5905672459
190	0.5904819054
191	0.590401902
192	0.5903367923
193	0.5902802966
194	0.5902226157
195	0.5901533392
196	0.5901014293
197	0.5900379109
198	0.5899655925
199	0.5899018725
200	0.5898240992
201	0.5897630251
202	0.5897115282
203	0.5896244178
204	0.5895459109
205	0.5894945315
206	0.5894190365
207	0.5893647491
208	0.5893223082
209	0.5892554817
210	0.5891654788
211	0.5891318362
212	0.5890857778
213	0.5890342367
214	0.588983732
215	0.5889266139
216	0.5888695591
217	0.5888240089
218	0.5887900233
219	0.5887479503
220	0.5887015616
221	0.5886542396
222	0.5886192289
223	0.5885827491
224	0.5885396937
225	0.5884949167
226	0.5884123647
227	0.5883549456
228	0.5882856199
229	0.5882308314
230	0.5881793895
231	0.5881006306
232	0.5880573284
233	0.5880055306
234	0.5879591229
235	0.5878940961
236	0.587806191
237	0.5877660089
238	0.5877320127
239	0.5876936637
240	0.5876560003
241	0.5876195171
242	0.5875849771
243	0.5875218805
244	0.5874921408
245	0.5874461796
246	0.5873840454
247	0.5873496551
248	0.58731131
249	0.5872545442
250	0.587184334
251	0.5871436733
252	0.5870818905
253	0.5869802568
254	0.5869387354
255	0.5869027878
256	0.5868646928
257	0.5868277001
258	0.5867427667
259	0.5866995653
260	0.586650923
261	0.5866222484
262	0.5865874024
263	0.5865250772
264	0.5864908646
265	0.5864404092
266	0.586395967
267	0.5863614989
268	0.5863180726
269	0.5862879871
270	0.5862549762
271	0.5862263226
272	0.5862046711
273	0.5861117003
274	0.5860740573
275	0.5860493091
276	0.5859930212
277	0.5859693936
278	0.5859312957
279	0.5858898526
280	0.5858540514
281	0.5857789113
282	0.5857500116
283	0.5857188278
284	0.5856939179
285	0.585667383
286	0.5856365729
287	0.5856064989
288	0.5855754371
289	0.585546683
290	0.5855085602
291	0.5854837662
292	0.5854546166
293	0.5854120081
294	0.585372826
295	0.5853493333
296	0.5852984419
297	0.5852684262
298	0.5852346078
299	0.58519662
300	0.5851698607
301	0.5851352433
302	0.5850897574
303	0.585048232
304	0.5850074986
305	0.5849619731
306	0.5849301938
307	0.5848993783
308	0.5848663775
309	0.5848239921
310	0.5847996114
311	0.5847755868
312	0.5847464662
313	0.5847283141
314	0.5846971227
315	0.5846750443
316	0.5846526305
317	0.5846223623
318	0.5845865354
319	0.5845310233
320	0.5844961855
321	0.5844668436
322	0.5844450093
323	0.584422449
324	0.584396808
325	0.5843653718
326	0.5843420176
327	0.584308825
328	0.5842777315
329	0.5842558708
330	0.5841848435
331	0.5841558509
332	0.5841372394
333	0.5840928051
334	0.5840619494
335	0.5840366641
336	0.5839956418
337	0.5839552273
338	0.5839273878
339	0.5839090361
340	0.583883779
341	0.5838219319
342	0.5838020771
343	0.5837420195
344	0.5837145853
345	0.5836864565
346	0.5836376542
347	0.5835998218
348	0.5835818794
349	0.5835589444
350	0.5835358268
351	0.5834943454
352	0.5834633781
353	0.5834430722
354	0.5834267632
355	0.5833826185
356	0.5833576228
357	0.5833241524
358	0.5833016621
359	0.5832740702
360	0.5832416845
361	0.5832165953
362	0.5831713501
363	0.5831287285
364	0.5831065937
365	0.583088396
366	0.5830109819
367	0.5829821348
368	0.5829519567
369	0.5829260127
370	0.5828961954
371	0.5828776422
372	0.5828570828
373	0.582839046
374	0.5828121278
375	0.582767662
376	0.5827468291
377	0.5827132776
378	0.5826802821
379	0.5826503107
380	0.5826267472
381	0.5826054172
382	0.5825552363
383	0.5825324251
384	0.5825131293
385	0.5824799797
386	0.5824611683
387	0.5824317989
388	0.5823904749
389	0.5823672142
390	0.5823095401
391	0.5822552723
392	0.5822343197
393	0.58218743
394	0.5821575148
395	0.5821090751
396	0.582085111
397	0.5820596329
398	0.5820159753
399	0.5819944673
400	0.5819625528
401	0.5819448663
402	0.5819204501
403	0.5818911164
404	0.5818603616
405	0.5818375527
406	0.5817940321
407	0.5817695041
408	0.5817452262
409	0.5817234298
410	0.5817028534
411	0.581647694
412	0.58162377
413	0.5816007209
414	0.5815707989
415	0.5815506301
416	0.5815176218
417	0.5814959528
418	0.5814734329
419	0.5814276542
420	0.5814085617
421	0.5813914936
422	0.5813644255
423	0.5813267753
424	0.5813096843
425	0.5812837307
426	0.5812542676
427	0.5812297116
428	0.5812088965
429	0.5811891121
430	0.5811489939
431	0.581127511
432	0.5811079923
433	0.5810848432
434	0.58106113
435	0.5810235249
436	0.5809986264
437	0.5809671952
438	0.5809399664
439	0.5809144746
440	0.5808929052
441	0.5808690318
442	0.5808403738
443	0.5808081361
444	0.580783902
445	0.5807551445
446	0.5807067444
447	0.5806821689
448	0.5806626091
449	0.5806300771
450	0.580601184
451	0.5805758806
452	0.5805478163
453	0.5805139936
454	0.5804568702
455	0.5804334942
456	0.5804079774
457	0.5803792062
458	0.5803484929
459	0.5803242478
460	0.5802980154
461	0.580253694
462	0.5802232777
463	0.5801591336
464	0.58012177
465	0.580098831
466	0.5800788565
467	0.5800448031
468	0.5800247214
469	0.5800049023
470	0.5799834555
471	0.5799560378
472	0.5799203928
473	0.5798851455
474	0.5798589695
475	0.5798101901
476	0.5797861693
477	0.5797574216
478	0.5797321232
479	0.5797076676
480	0.5796892259
481	0.5796613218
482	0.5796139412
483	0.5795862863
484	0.5795497501
485	0.5795244117
486	0.5794981807
487	0.5794664788
488	0.5794427031
489	0.579405253
490	0.5793758403
491	0.5793520709
492	0.5793148017
493	0.5792896778
494	0.5792628738
495	0.5792420991
496	0.579210477
497	0.5791747954
498	0.5791516212
499	0.5791280707
500	0.5791092312
501	0.5790837143
502	0.5790614962
503	0.5790370042
504	0.5790190113
505	0.5789957524
506	0.5789728363
507	0.5789494293
508	0.5789295264
509	0.578893416
510	0.5788726863
511	0.5788452992
512	0.5788063345
513	0.5787748917
514	0.5787482723
515	0.5787307481
516	0.5786951163
517	0.5786697001
518	0.5786439449
519	0.5786247944
520	0.5786017248
521	0.5785832154
522	0.5785634824
523	0.5785369143
524	0.5785139793
525	0.5784965854
526	0.5784688434
527	0.5784343208
528	0.5784196573
529	0.5783950924
530	0.5783726514
531	0.5783517701
532	0.5783138112
533	0.5782927072
534	0.5782728581
535	0.5782541173
536	0.578226048
537	0.5782084638
538	0.5781840369
539	0.5781596575
540	0.578140367
541	0.5781186425
542	0.5781011035
543	0.5780765191
544	0.5780561328
545	0.5780342745
546	0.5779905532
547	0.5779724976
548	0.5779233704
549	0.5779030632
550	0.5778720201
551	0.5778514751
552	0.577827575
553	0.5778060347
554	0.5777749811
555	0.5777577068
556	0.577719915
557	0.5776921954
558	0.5776643975
559	0.5776433776
560	0.577613128
561	0.5775908497
562	0.5775685257
563	0.5775488181
564	0.5775278137
565	0.577492135
566	0.5774679586
567	0.5774507146
568	0.5774322731
569	0.5774111865
570	0.5773911598
571	0.5773719635
572	0.5773554808
573	0.5773356506
574	0.5773196275
575	0.5773006284
576	0.5772683911
577	0.5772459478
578	0.5772075308
579	0.5771867843
580	0.5771655885
581	0.5771454605
582	0.577126105
583	0.5771076333
584	0.5770905847
585	0.5770715743
586	0.5770472706
587	0.5770285506
588	0.5770109779
589	0.5769861914
590	0.5769692763
591	0.576937085
592	0.5769165247
593	0.5769007899
594	0.5768821009
595	0.5768661169
596	0.5768458083
597	0.576826063
598	0.5768076184
599	0.57678573
600	0.5767685437
601	0.5767476381
602	0.5767244576
603	0.5767036352
604	0.5766889314
605	0.5766680254
606	0.576647272
607	0.5766292295
608	0.5766076322
609	0.5765882818
610	0.576567732
611	0.5765463416
612	0.576527101
613	0.5765075812
614	0.5764859059
615	0.5764673645
616	0.5764488976
617	0.5764305678
618	0.5764080748
619	0.5763774025
620	0.5763560348
621	0.5763333868
622	0.5763124793
623	0.5762857587
624	0.5762658244
625	0.5762471291
626	0.5762267905
627	0.5762096357
628	0.5761921775
629	0.5761734271
630	0.576157152
631	0.5761411958
632	0.5761254299
633	0.5761093234
634	0.5760645256
635	0.5760446468
636	0.5760297752
637	0.5760108535
638	0.5759894214
639	0.575973284
640	0.575951608
641	0.5759299184
642	0.5759117373
643	0.5758926982
644	0.5758595374
645	0.5758261488
646	0.5758061397
647	0.5757866946
648	0.5757679414
649	0.5757503857
650	0.5757340538
651	0.5757140017
652	0.5756991527
653	0.5756812116
654	0.5756647181
655	0.575647836
656	0.5756300481
657	0.5756155872
658	0.5755974675
659	0.5755774069
660	0.5755590966
661	0.5755416267
662	0.5755230952
663	0.5755038557
664	0.575487886
665	0.5754706629
666	0.5754553121
667	0.5754343768
668	0.5754169802
669	0.5754008985
670	0.5753583907
671	0.5753385685
672	0.5753220431
673	0.5753046532
674	0.5752822913
675	0.5752676996
676	0.5752459426
677	0.5752317108
678	0.5751907847
679	0.5751723716
680	0.5751551749
681	0.575134447
682	0.5751170517
683	0.5750878983
684	0.5750572503
685	0.5750382316
686	0.575019085
687	0.5749983779
688	0.5749832661
689	0.5749660946
690	0.5749489867
691	0.5749343882
692	0.5749173407
693	0.5748903924
694	0.574864828
695	0.5748453058
696	0.574831053
697	0.5748167127
698	0.5748017234
699	0.5747784692
700	0.57476513
701	0.5747484277
702	0.5747285298
703	0.5747169018
704	0.574701407
705	0.5746834457
706	0.5746659133
707	0.5746491816
708	0.5746232285
709	0.5746018126
710	0.5745845951
711	0.574566863
712	0.57454862
713	0.5745293314
714	0.5745076646
715	0.5744861886
716	0.5744691522
717	0.5744520216
718	0.5744331692
719	0.5744150642
720	0.5743979774
721	0.5743846948
722	0.5743615752
723	0.574341635
724	0.57432766
725	0.574312309
726	0.5742935954
727	0.5742768422
728	0.5742545557
729	0.5742374911
730	0.5742174028
731	0.574202802
732	0.5741839775
733	0.5741670919
734	0.5741485486
735	0.5741331436
736	0.5741202799
737	0.5741041522
738	0.5740882997
739	0.5740721035
740	0.5740546042
741	0.5740434589
742	0.5740275316
743	0.5740014106
744	0.5739823645
745	0.5739623674
746	0.5739294486
747	0.5739095154
748	0.5738929802
749	0.5738693859
750	0.5738542006
751	0.5738395268
752	0.57382145
753	0.5738048196
754	0.5737881161
755	0.5737690765
756	0.5737504525
757	0.5737352256
758	0.5737201636
759	0.5737029569
760	0.5736855182
761	0.5736705289
762	0.5736513871
763	0.5736354341
764	0.5736205236
765	0.5736032689
766	0.5735841841
767	0.573566378
768	0.5735479795
769	0.5735240578
770	0.5735006503
771	0.5734849597
772	0.5734618701
773	0.5734475379
774	0.5734326661
775	0.5734190221
776	0.5734051213
777	0.5733865612
778	0.5733705274
779	0.5733569726
780	0.5733374452
781	0.5733190178
782	0.5733071156
783	0.5732898201
784	0.5732733793
785	0.573257813
786	0.5732408533
787	0.5732192935
788	0.5732039852
789	0.5731910779
790	0.5731733309
791	0.5731595866
792	0.5731278652
793	0.5731114051
794	0.5730875351
795	0.573072711
796	0.5730542997
797	0.5730373503
798	0.5730137343
799	0.57299945
800	0.5729835942
801	0.5729673603
802	0.572949892
803	0.5729371177
804	0.5729128819
805	0.5728948004
806	0.5728750124
807	0.5728613887
808	0.5728469333
809	0.5728302462
810	0.5728142941
811	0.5728012267
812	0.5727829861
813	0.5727674054
814	0.572750065
815	0.572735213
816	0.5727206066
817	0.5727065128
818	0.572695908
819	0.5726687192
820	0.5726487775
821	0.5726283596
822	0.5726131924
823	0.5725962216
824	0.5725800672
825	0.5725638567
826	0.5725498454
827	0.5725353571
828	0.5725189915
829	0.5725067336
830	0.5724903461
831	0.5724674626
832	0.5724534359
833	0.572437455
834	0.5724219749
835	0.5723902385
836	0.5723784716
837	0.5723644383
838	0.572348669
839	0.5723334567
840	0.5723161433
841	0.5722934914
842	0.5722801188
843	0.5722636269
844	0.5722459574
845	0.5722271853
846	0.57221315
847	0.5722005456
848	0.5721880359
849	0.5721701726
850	0.5721539117
851	0.5721389129
852	0.5721255865
853	0.5721119697
854	0.5720957726
855	0.5720840066
856	0.5720655332
857	0.5720480701
858	0.5720339164
859	0.5720186863
860	0.5720052976
861	0.5719909554
862	0.571976149
863	0.5719570721
864	0.5719410289
865	0.5719230738
866	0.5719082461
867	0.5718936561
868	0.5718768078
869	0.5718637196
870	0.5718469809
871	0.5718323559
872	0.5718173907
873	0.5718046164
874	0.5717830965
875	0.5717628807
876	0.571746036
877	0.5717336989
878	0.5717191243
879	0.5717025344
880	0.5716892146
881	0.5716742567
882	0.5716592026
883	0.5716405392
884	0.5716282341
885	0.5716133745
886	0.5716006967
887	0.5715836725
888	0.5715697288
889	0.5715543549
890	0.5715426086
891	0.5715276647
892	0.5715140648
893	0.5715043187
894	0.571492052
895	0.5714764482
896	0.5714619261
897	0.5714476021
898	0.5714342008
899	0.5714170436
900	0.5713776523
901	0.5713624936
902	0.5713396767
903	0.5713217657
904	0.5713075235
905	0.5712895467
906	0.5712744035
907	0.5712585083
908	0.5712419767
909	0.5712287134
910	0.5712175155
911	0.5712034268
912	0.5711905376
913	0.5711649135
914	0.5711508001
915	0.5711374047
916	0.5711207519
917	0.571105405
918	0.5710888364
919	0.5710727671
920	0.5710586355
921	0.5710443085
922	0.5710318918
923	0.5710174434
924	0.571004698
925	0.5709923346
926	0.5709800691
927	0.5709664887
928	0.5709528073
929	0.5709422006
930	0.5709245704
931	0.5709116957
932	0.570897712
933	0.5708695861
934	0.5708557518
935	0.5708409179
936	0.5708277974
937	0.5708139902
938	0.5708005292
939	0.5707859449
940	0.5707746594
941	0.5707598014
942	0.5707439832
943	0.5707275576
944	0.5707082639
945	0.5706946694
946	0.5706782881
947	0.5706629495
948	0.5706504617
949	0.5706368476
950	0.5706198347
951	0.5706044701
952	0.5705899222
953	0.570574024
954	0.5705621814
955	0.5705460943
956	0.5705280941
957	0.5705134217
958	0.5704971131
959	0.5704815031
960	0.5704657387
961	0.5704509451
962	0.570437689
963	0.5704229702
964	0.5704049336
965	0.5703904109
966	0.5703769431
967	0.5703586601
968	0.5703467336
969	0.5703347209
970	0.5703204557
971	0.5703062516
972	0.5702901793
973	0.5702770272
974	0.5702611234
975	0.5702481934
976	0.5702323558
977	0.5702190906
978	0.5702040277
979	0.5701895783
980	0.5701755176
981	0.5701618996
982	0.5701519234
983	0.5701374259
984	0.570122014
985	0.5701075703
986	0.5700942359
987	0.5700808056
988	0.5700481732
989	0.5700330628
990	0.5700187316
991	0.5700039484
992	0.5699896238
993	0.569978592
994	0.5699637933
995	0.5699494312
996	0.5699192461
997	0.5699103929
998	0.5699011747
999	0.5698855259
1000	0.5698731574
1001	0.5698589938
1002	0.5698447116
1003	0.5698324337
1004	0.5698172871
1005	0.5698030399
1006	0.569785037
1007	0.569770219
1008	0.5697589488
1009	0.569740833
1010	0.5697196037
1011	0.5697075074
1012	0.5696920958
1013	0.5696800213
1014	0.5696638939
1015	0.5696474775
1016	0.5696278544
1017	0.5696116256
1018	0.5695959313
1019	0.5695818843
1020	0.5695653517
1021	0.5695516087
1022	0.5695361196
1023	0.5695219085
1024	0.5695085284
1025	0.5694969374
1026	0.5694837639
1027	0.5694678166
1028	0.5694524306
1029	0.5694361681
1030	0.5694234448
1031	0.5694097283
1032	0.5693905967
1033	0.5693764062
1034	0.5693618752
1035	0.5693493427
1036	0.5693343032
1037	0.5693197177
1038	0.5692994748
1039	0.5692834035
1040	0.5692687336
1041	0.5692592207
1042	0.5692464947
1043	0.5692343059
1044	0.5692187965
1045	0.5692030486
1046	0.5691870238
1047	0.5691722809
1048	0.5691579968
1049	0.5691443027
1050	0.5691313136
1051	0.569112837
1052	0.5690958023
1053	0.5690820645
1054	0.5690686503
1055	0.5690569459
1056	0.5690431232
1057	0.569028861
1058	0.5690128132
1059	0.5689990612
1060	0.5689833687
1061	0.5689681935
1062	0.5689535845
1063	0.5689432305
1064	0.5689305268
1065	0.5689134922
1066	0.5688967932
1067	0.5688829413
1068	0.5688756119
1069	0.5688623073
1070	0.5688458558
1071	0.5688315863
1072	0.5688187203
1073	0.5688046522
1074	0.5687925289
1075	0.5687773294
1076	0.5687666446
1077	0.5687520533
1078	0.5687389491
1079	0.5687253437
1080	0.5687011335
1081	0.5686802484
1082	0.5686657995
1083	0.5686569282
1084	0.5686442919
1085	0.5686308323
1086	0.5686178531
1087	0.5686048008
1088	0.5685908719
1089	0.568577669
1090	0.5685665581
1091	0.5685530535
1092	0.568539707
1093	0.5685261012
1094	0.5685137469
1095	0.5685023073
1096	0.5684894919
1097	0.5684783153
1098	0.5684680626
1099	0.5684502101
1100	0.5684391762
1101	0.5684268888
1102	0.568413341
1103	0.5683993239
1104	0.5683823345
1105	0.5683678503
1106	0.5683517215
1107	0.568332039
1108	0.5683086621
1109	0.5682954132
1110	0.568285999
1111	0.56827288
1112	0.568258172
1113	0.5682455942
1114	0.5682319056
1115	0.5682133149
1116	0.5682004069
1117	0.5681864778
1118	0.5681747462
1119	0.5681606818
1120	0.5681472111
1121	0.5681327772
1122	0.5681209613
1123	0.568106107
1124	0.5680909585
1125	0.5680636555
1126	0.5680484383
1127	0.5680342373
1128	0.568023536
1129	0.5680114356
1130	0.5679975133
1131	0.5679837446
1132	0.5679736295
1133	0.5679656183
1134	0.5679465043
1135	0.5679357163
1136	0.5679222887
1137	0.5679095346
1138	0.5678955197
1139	0.5678838246
1140	0.5678697716
1141	0.5678548199
1142	0.5678430467
1143	0.5678278725
1144	0.5678136247
1145	0.5678006767
1146	0.5677887248
1147	0.5677799291
1148	0.5677724044
1149	0.5677604183
1150	0.5677506535
1151	0.567738678
1152	0.5677258529
1153	0.5677146418
1154	0.5676987064
1155	0.5676847367
1156	0.5676719914
1157	0.5676570285
1158	0.5676426536
1159	0.5676300494
1160	0.5676141403
1161	0.5676043933
1162	0.5675907254
1163	0.5675784817
1164	0.5675649528
1165	0.5675528123
1166	0.5675405678
1167	0.5675179091
1168	0.5675064031
1169	0.567493706
1170	0.5674835255
1171	0.5674690335
1172	0.5674566739
1173	0.5674429718
1174	0.5674269561
1175	0.567413414
1176	0.5674022633
1177	0.5673912021
1178	0.5673791376
1179	0.5673648833
1180	0.56735342
1181	0.5673390093
1182	0.5673255734
1183	0.5673133174
1184	0.5673022937
1185	0.5672808492
1186	0.5672690742
1187	0.5672573715
1188	0.5672443647
1189	0.5672335017
1190	0.5672212816
1191	0.5672077324
1192	0.5671994624
1193	0.5671862903
1194	0.5671717652
1195	0.5671580541
1196	0.5671456532
1197	0.5671337718
1198	0.567121358
1199	0.5671115178
1200	0.5670950605
1201	0.5670799863
1202	0.5670612539
1203	0.5670464937
1204	0.5670346499
1205	0.5670193314
1206	0.5670050846
1207	0.5669882349
1208	0.5669757969
1209	0.5669639819
1210	0.5669510789
1211	0.5669383636
1212	0.5669263263
1213	0.5669113918
1214	0.5669000412
1215	0.5668842209
1216	0.5668703002
1217	0.5668579401
1218	0.5668436121
1219	0.5668306014
1220	0.5668181586
1221	0.5668040506
1222	0.5667916777
1223	0.5667768551
1224	0.5667663821
1225	0.5667584757
1226	0.5667445287
1227	0.5667310446
1228	0.5667193081
1229	0.5667008662
1230	0.5666953394
1231	0.5666817205
1232	0.5666696903
1233	0.5666557841
1234	0.566641628
1235	0.5666288234
1236	0.5666121772
1237	0.5666018523
1238	0.5665891335
1239	0.5665754523
1240	0.5665574975
1241	0.566543629
1242	0.5665298989
1243	0.566511954
1244	0.5664998136
1245	0.5664882228
1246	0.5664748871
1247	0.5664605614
1248	0.5664478075
1249	0.5664372969
1250	0.566423642
1251	0.5664100972
1252	0.5663979659
1253	0.5663833464
1254	0.5663708457
1255	0.5663593639
1256	0.5663460148
1257	0.5663329488
1258	0.5663207241
1259	0.5663061667
1260	0.5662889636
1261	0.5662761408
1262	0.5662617732
1263	0.5662478525
1264	0.5662341938
1265	0.5662215271
1266	0.5662072541
1267	0.5661953117
1268	0.5661827642
1269	0.5661708076
1270	0.5661578425
1271	0.5661424203
1272	0.5661291938
1273	0.566116977
1274	0.566104673
1275	0.56609163
1276	0.5660793096
1277	0.5660682499
1278	0.5660568948
1279	0.5660453786
1280	0.5660324852
1281	0.5660212532
1282	0.5660080461
1283	0.5660001045
1284	0.5659878333
1285	0.5659708919
1286	0.565957691
1287	0.5659431323
1288	0.5659302796
1289	0.5659169244
1290	0.5658915968
1291	0.5658766331
1292	0.5658620013
1293	0.5658459721
1294	0.5658330884
1295	0.5658198669
1296	0.5658048805
1297	0.5657908192
1298	0.5657768758
1299	0.5657626964
1300	0.5657501004
1301	0.5657368464
1302	0.5657280057
1303	0.5657166955
1304	0.5657026689
1305	0.5656898188
1306	0.5656777946
1307	0.565665265
1308	0.5656564081
1309	0.5656409861
1310	0.5656298849
1311	0.5656169653
1312	0.5656007585
1313	0.5655921191
1314	0.5655784771
1315	0.5655549227
1316	0.5655407009
1317	0.5655250465
1318	0.5655104028
1319	0.565496671
1320	0.5654857352
1321	0.565474794
1322	0.5654627002
1323	0.5654450216
1324	0.5654332475
1325	0.565420305
1326	0.5654074342
1327	0.5653946148
1328	0.5653841332
1329	0.5653708872
1330	0.5653563374
1331	0.5653417351
1332	0.5653297906
1333	0.5653137605
1334	0.5653010198
1335	0.5652912423
1336	0.5652796433
1337	0.5652671832
1338	0.5652538994
1339	0.5652412015
1340	0.565228731
1341	0.5652166296
1342	0.5652013547
1343	0.5651897034
1344	0.5651787678
1345	0.5651669379
1346	0.5651566617
1347	0.5651452223
1348	0.5651328179
1349	0.5651210418
1350	0.5651104255
1351	0.5650981303
1352	0.5650868175
1353	0.5650749226
1354	0.5650610583
1355	0.5650492927
1356	0.5650360894
1357	0.5650242353
1358	0.565011832
1359	0.5650011649
1360	0.5649932546
1361	0.5649819381
1362	0.5649702361
1363	0.5649583956
1364	0.5649492625
1365	0.5649396719
1366	0.5649273547
1367	0.5649162911
1368	0.5649058876
1369	0.5648950858
1370	0.5648859642
1371	0.5648731752
1372	0.5648588897
1373	0.5648471167
1374	0.5648394045
1375	0.5648259924
1376	0.5648173405
1377	0.5648058604
1378	0.5647929521
1379	0.5647835976
1380	0.5647722239
1381	0.5647581422
1382	0.5647442753
1383	0.5647322407
1384	0.5647202937
1385	0.5647040007
1386	0.5646912236
1387	0.564677345
1388	0.5646634511
1389	0.5646510309
1390	0.5646411305
1391	0.5646284952
1392	0.5646156467
1393	0.564602213
1394	0.5645912863
1395	0.5645787816
1396	0.5645657815
1397	0.5645538004
1398	0.5645420718
1399	0.5645304489
1400	0.5645179515
1401	0.5645051827
1402	0.5644932036
1403	0.5644783933
1404	0.5644667073
1405	0.5644528073
1406	0.564440434
1407	0.5644222467
1408	0.5644166773
1409	0.5644048216
1410	0.5643940019
1411	0.5643818007
1412	0.5643725292
1413	0.5643624197
1414	0.5643512007
1415	0.564340435
1416	0.5643304733
1417	0.564318177
1418	0.5643054553
1419	0.564292124
1420	0.5642818941
1421	0.5642693296
1422	0.5642560137
1423	0.5642440353
1424	0.5642307343
1425	0.5642187212
1426	0.5642050481
1427	0.5641928002
1428	0.5641817895
1429	0.5641677546
1430	0.5641487039
1431	0.5641377276
1432	0.5641244801
1433	0.5641134366
1434	0.5640992441
1435	0.5640773343
1436	0.5640640649
1437	0.5640517521
1438	0.5640424846
1439	0.5640307999
1440	0.5640171878
1441	0.5640074148
1442	0.5639957489
1443	0.5639833495
1444	0.5639737093
1445	0.5639595279
1446	0.5639450195
1447	0.5639320048
1448	0.563919817
1449	0.5639117913
1450	0.5639013917
1451	0.5638888281
1452	0.5638764139
1453	0.5638619507
1454	0.5638483804
1455	0.563836268
1456	0.5638249815
1457	0.5638122931
1458	0.5638012849
1459	0.5637888875
1460	0.5637744504
1461	0.5637642842
1462	0.5637502715
1463	0.5637415878
1464	0.5637315667
1465	0.5637186445
1466	0.563707742
1467	0.5636969091
1468	0.5636866186
1469	0.5636734667
1470	0.5636603513
1471	0.5636475299
1472	0.5636358068
1473	0.5636279532
1474	0.5636161842
1475	0.5636020283
1476	0.5635937496
1477	0.563580846
1478	0.5635748494
1479	0.5635620845
1480	0.5635506027
1481	0.5635383046
1482	0.5635260635
1483	0.5635158609
1484	0.5635006751
1485	0.5634876129
1486	0.5634733192
1487	0.5634569112
1488	0.5634456448
1489	0.5634358242
1490	0.5634255061
1491	0.5634105996
1492	0.5633990075
1493	0.5633861512
1494	0.5633759433
1495	0.5633651197
1496	0.5633525471
1497	0.5633398165
1498	0.5633313314
1499	0.5633205943
1500	0.5633062299
1501	0.5632955009
1502	0.5632827492
1503	0.5632687873
1504	0.5632544727
1505	0.5632414731
1506	0.5632285826
1507	0.563213736
1508	0.5632027145
1509	0.5631907186
1510	0.5631831057
1511	0.5631684439
1512	0.5631557089
